Community,Community Address,Community,Build Year,Buiding_Type,Maintenance_Cost,Company,Developer,Total_Building,Total_House
三泾北宅小区,(长宁中山公园)长宁路1135弄,5.01E+12,1985年建成,板楼,1.2元/平米/月,万达物业,宝隆房地产开发商,38栋,731户
东方明珠小区,(闵行金虹桥)伊犁南路32弄1-32号,5.01E+12,1996年建成,板楼,0.75元/平米/月,上海锦润物业管理有限公司,古北集团,29栋,354户
宝钢又一村,"(杨浦周家嘴路)飞虹路656弄,周家嘴路1683弄",5.01E+12,1996年建成,塔楼/板楼/塔板结合,1.1元/平米/月,周家嘴物业,上海地产馨越置业有限公司,32栋,1455户
香樟苑(普陀),(普陀真光)桃浦路1341弄,5.01E+12,1997年建成,板楼,0.8元/平米/月,上海燎原物业有限公司,上海农工商房地产(集团)有限公司,124栋,1490户
柏丽华庭,(宝山杨行)蕰川路1623弄,5.01E+12,2007年建成,板楼,1.8至2元/平米/月,上海东湖物业管理有限公司,上海新舒房地产开发有限公司,11栋,740户
欧风花都,(闵行古美)东兰路1111弄,5.01E+12,2003年建成,板楼,1.15至1.6元/平米/月,金地物业,上海农工商房地产（集团）有限公司,107栋,1541户
长岛公寓,(浦东金桥)长岛路1560弄,5.01E+12,2000年建成,塔楼/板楼,1元/平米/月,洋泾物业,上海长航置业有限公司,14栋,2112户
圣骊河滨苑,"(杨浦东外滩)龙江路317弄,龙江路388弄",5.01E+12,2009年建成,板楼,1.68至1.93元/平米/月,上海圣骊物业管理有限公司,上海圣骊苑房地产有限公司,16栋,921户
徐汇新干线,(徐汇华泾)华发路99弄,5.01E+12,2006年建成,板楼,0.8元/平米/月,上海轻工物业管理有限公司,上海明旺房地产有限公司,66栋,1178户
皇宫半岛,(浦东惠南)城南路1385弄,5.01E+12,2004年建成,板楼,0.4元/平米/月,上海佳安物业管理有限责任,上海生南房地产开发(集团)有限公司,135栋,225户
福海小区,"(黄浦人民广场)温州路11弄,温州路41弄,温州路49弄,黄河路238弄,黄河路240-244号",5.01E+12,1974年建成,板楼,0.8元/平米/月,新昌物业,上海华商房产发展公司,10栋,288户
田林十村,(徐汇田林)田林十村,5.01E+12,1983年建成,板楼,1.3元/平米/月,徐房物业,上海徐汇房产经营有限公司,36栋,481户
赵家桥小区,"(静安静安寺)北京西路1565号, 北京西路1585号",5.01E+12,1993年建成,塔楼/板楼,1.8元/平米/月,上海华园物业管理有限公司,无,2栋,444户
虹旭小区,(长宁虹桥)虹古路417弄,5.01E+12,1988年建成,板楼,0.8元/平米/月,上海新长宁集团仙霞物业有限公司,上海新长宁(集团)有限公司,48栋,879户
浦坊大楼,(浦东潍坊)浦电路311号,5.01E+12,1990年建成,塔楼,0.8元/平米/月,上海欣达物业,上海南上海动拆迁置业有限公司,1栋,153户
阳光花城,(浦东张江)紫薇路667弄1-177号,5.01E+12,2007年建成,板楼,2.07元/平米/月,上海芸绮物业管理有限公司,上海德尚房地产开发有限公司,167栋,1327户
中大雅苑,(浦东金桥)张杨北路558弄,5.01E+12,2003年建成,板楼,1元/平米/月,上海畅苑物业管理有限公司,上海中星（集团）有限公司,8栋,158户
龙柏七村,"(闵行龙柏)龙柏七村, 青杉路417弄",5.01E+12,1994年建成,板楼,0.8元/平米/月,龙柏物业,上海县房地产总公司,158栋,1878户
南华城,"(浦东康桥)浦三路4688弄（南华二村）,南华二村",5.01E+12,1994年建成,板楼,0.7元/平米/月,上海中天物业管理有限公司,上海华都大厦有限公司,77栋,904户
富林苑(三期),"(闵行莘庄)疏影路838弄, 疏影路860号",5.01E+12,2009年建成,板楼,1.65元/平米/月,上海东湖物业管理公司,上海富林房地产发展有限公司,18栋,490户
龙柏西郊公寓,(闵行龙柏)红松路700弄1-58号,5.01E+12,1997年建成,板楼,1.2元/平米/月,尚杰物业,上海尚杰房地产有限公司,55栋,698户
上南五村,"(浦东世博)洪山路121弄, 浦东南路4605-4815号（单号）, 上南五村, 浦东南路4501号",5.01E+12,1984年建成,塔楼/板楼,0.8元/平米/月,上海振南物业公司,上南开发集团,98栋,2797户
海珀日晖,(黄浦世博滨江)打浦路666弄,5.01E+12,2010年建成,板楼,14元/平米/月,上海高力国际物业服务有限公司,上海市绿地集团置业有限公司,2栋,86户
天意洲,(浦东南码头)沂林路77弄,5.01E+12,2003年建成,板楼,1.3元/平米/月,环连物业管理有限公司环城管理处,上海环城置业发展有限公司,19栋,358户
曹杨九村,(普陀曹杨)曹杨九村,5.01E+12,1976年建成,板楼,0.5元/平米/月,上海西部物业有限公司,上海市普陀区城市建设投资有限公司,54栋,1859户
宛南一村,(徐汇龙华)宛南一村,5.01E+12,1979年建成,板楼,0.8元/平米/月,上海高建物业有限公司,枫林房产开发有限公司,32栋,669户
怒江苑,"(普陀长风)梅川路255弄,怒江路658弄",5.01E+12,1998年建成,板楼,0.59元/平米/月,中星物业,上海汽车工业房地产开发有限公司,69栋,823户
水清三村,(闵行莘庄)庙泾路52弄,5.01E+12,1993年建成,塔楼/板楼,0.45元/平米/月,上服物业,卢南开发集团,58栋,1804户
上南翡翠苑,(浦东三林)杨南路399弄,5.01E+12,2006年建成,塔楼/板楼,1.1元/平米/月,上海中凯物业有限公司,上海源众房地产有限公司,55栋,749户
万科朗润园,"(闵行七宝)新龙路1111弄, 新龙路1105号",5.01E+12,2004年建成,板楼,2.5至3.39元/平米/月,上海万科物业管理有限公司,上海万科房地产有限公司,76栋,1036户
东陆新村九街坊,(浦东金桥)博兴路1676弄,5.01E+12,1996年建成,板楼,0.6元/平米/月,上海安居房物业管理有限公司,上海城投置业管理有限公司,62栋,744户
园南一村,"(徐汇植物园)龙川北路177号, 园南一村",5.01E+12,1987年建成,板楼,1.3元/平米/月,上海中房置业股份有限公司,中房集团,60栋,1223户
西郊河畔家园,(闵行华漕)繁兴路469弄,5.01E+12,2006年建成,板楼,1元/平米/月,上海东慧庄原物业管理有限公司,上海春葵房地产经营有限公司,56栋,668户
石泉一村,(普陀光新)石泉一村,5.01E+12,1985年建成,板楼,0.8元/平米/月,上海中山物业有限公司,无开发商,34栋,1139户
维罗纳贵都,(松江松江老城)荣乐西路266弄,5.01E+12,2006年建成,板楼,1.5元/平米/月,上海意利物业管理有限公司,上海维罗纳置业发展有限公司,105栋,2330户
大华二村,"(宝山大华)新沪路285弄,新沪路345弄,新沪路405弄,新沪路475弄,新沪路837弄,新沪路960弄,大华路301弄,大华路455弄,大华路693弄,大华路781弄,大华路869弄",5.01E+12,1994年建成,板楼,0.48至0.82元/平米/月,上海大华物业管理公司,大华集团上海华宜置业有限公司,416栋,5511户
大华三村二街坊,(宝山大华)行知路251弄,5.01E+12,1995年建成,板楼,0.95至1.15元/平米/月,上海复瑞物业管理有限公司,大华（集团）有限公司,58栋,1026户
金杨新村五街坊,"(浦东金杨)银山路115弄,云山路1395弄,金杨路308弄,金杨路220弄",5.01E+12,1994年建成,板楼,0.8元/平米/月,上海陆家嘴双乐物业管理有限公司,上海锦和投资集团有限公司,226栋,3894户
民庆家园,"(杨浦中原)民京路558弄,民京路658弄",5.01E+12,2003年建成,板楼,0.86至3.5元/平米/月,上海方达物业经营公司,上海环源房地产开发有限公司,43栋,1245户
锦辉绿园,(宝山通河)爱辉路28弄,5.01E+12,2000年建成,板楼,0.5元/平米/月,上海富锦物业管理有限公司,上海共富经济发展有限公司,66栋,815户
日月豪庭(公寓),(浦东三林)杨高南路5135弄,5.01E+12,2000年建成,板楼,1.18元/平米/月,上海万庄物业管理有限公司,上海辰欣置业发展有限公司,22栋,273户
金海岸花园,(金山山阳)龙胜东路789弄,5.01E+12,2003年建成,塔楼/板楼,0.7元/平米/月,上海天宸物业管理有限公司,上海宸星房地产开发有限公司,78栋,1405户
绿地东上海二期,(浦东周浦)秀浦路800弄,5.01E+12,2010年建成,板楼,1.8元/平米/月,深圳彩生活物业管理公司,上海富润房地产发展有限公司,30栋,991户
真北新村三街坊,(普陀真如)大渡河路1927弄,5.01E+12,1993年建成,塔楼/板楼,0.5元/平米/月,上海真如物业有限公司,上海桃浦房地产开发有限公司,31栋,1820户
锦华花园,"(浦东北蔡)北艾路828弄1-28号,锦绣路2866弄1-25号,锦绣路2868弄1-6号",5.01E+12,1997年建成,板楼,0.55至1.45元/平米/月,建工物业,上海陆家嘴(集团)有限公司,57栋,690户
金阳小区,(长宁中山公园)华阳路249弄,5.01E+12,1987年建成,板楼,1元/平米/月,万科物业,万科企业有限公司,6栋,238户
真光十小区,(普陀真光)子洲路58弄,5.01E+12,1996年建成,板楼,0.3元/平米/月,真光物业,上海中鼎房地产开发有限公司,23栋,530户
华苑小区,(长宁中山公园)遵义路800弄,5.01E+12,1980年建成,板楼,0.4元/平米/月,华阳物业,上海新长宁（集团）有限公司,26栋,529户
大诚花苑,(杨浦五角场)国定路299弄,5.01E+12,1997年建成,板楼,1.2元/平米/月,自主物业,无开发商,14栋,176户
云台一小区,"(浦东世博)成山路475弄,昌里东路80弄",5.01E+12,1994年建成,板楼,0.5元/平米/月,上海纺原物业有限公司,聪慧置业,119栋,1456户
运光小区,"(虹口曲阳)运光路60弄, 运光路63弄, 运光路70弄, 运光路71弄, 运光路85弄, 运光路105弄, 运光路93号, 运光路95号, 运光路75号",5.01E+12,1981年建成,板楼,1.7元/平米/月,上海冠好佳物业管理服务有限公司,上海公惠置业有限公司,126栋,1815户
锦华茗园,(嘉定江桥)靖远路799弄,5.01E+12,2006年建成,板楼,1.55元/平米/月,上海西邦物业有限公司,上海盛城房地产有限公司,58栋,928户
泰宸新苑,(嘉定丰庄)金沙江路2788弄,5.01E+12,2001年建成,板楼,0.8元/平米/月,上海惠乐物业有限公司,上海嘉定区房地产,80栋,912户
九州花苑,(杨浦黄兴公园)靖宇南路99弄,5.01E+12,1995年建成,塔楼/板楼,1.3元/平米/月,上海久立物业有限公司,上海黄兴房地产责任有限公司,14栋,576户
飞碟苑,(闵行老闵行)银春路1800弄,5.01E+12,2006年建成,板楼,1至1.3元/平米/月,中都物业,上海飞碟置业有限公司,129栋,1861户
景江苑E区,(闵行浦江)浦瑞路509弄,5.01E+12,2004年建成,板楼,2.8元/平米/月,上海闵行陈行物业管理有限公司,上海浦陈房地产开发经营有限公司,28栋,349户
济阳三村,"(浦东世博)济阳路65弄,西营路114弄,德州路465弄,耀华路550弄",5.01E+12,1985年建成,板楼,1.2元/平米/月,锦和物业,上海三林房地产开发经营有限公司,145栋,2790户
尚东国际名园（一期）,"(浦东三林)板泉路1555弄, 板泉路1582号",5.01E+12,2007年建成,板楼,2.8至8.5元/平米/月,万科物业,上海中万置业投资有限公司,46栋,633户
协作大厦,(黄浦蓬莱公园)西藏南路1332号,5.01E+12,1997年建成,板楼,0.51元/平米/月,自主物业,上海贵都房地产开发限公司,1栋,78户
绿洲花园,"(宝山顾村)沙浦路128弄, 电台路630号, 沙浦路128弄1-68号",5.01E+12,2006年建成,板楼,1.18至1.5元/平米/月,上海捷森物业服务发展有限公司,上海环绿房地产开发有限公司,44栋,938户
长城中环墅,(浦东张江)高木桥路219弄,5.01E+12,2009年建成,板楼,2.2元/平米/月,上海振川物业管理有限公司,上海振川物业有限公司,343栋,343户
恒大华城天地苑,"(浦东三林)西营南路17弄,西营南路67弄",5.01E+12,2001年建成,板楼,0.7至3.3元/平米/月,上海乐道物业管理有限公司,上海恒大房产股份有限公司,94栋,1471户
龙柏四村,(闵行龙柏)龙柏四村10-153号,5.01E+12,1995年建成,板楼,0.8元/平米/月,龙柏物业,上海县房地产总公司,199栋,3278户
春申五村,(闵行莘庄)都市路4499弄,5.01E+12,1994年建成,板楼,0.8元/平米/月,上海明君物业管理有限公司,上海闵行房地产发展有限公司,69栋,888户
金泰小区,(浦东金桥)金工路116弄,5.01E+12,1996年建成,板楼,0.8元/平米/月,泰欣物业有限公司,陆家嘴开发商,25栋,324户
达丰新村,(普陀武宁)达丰新村,5.01E+12,1980年建成,板楼,0.5元/平米/月,上海长风物业有限公司,上海长风物业有限公司,15栋,370户
山泉花苑,"(浦东塘桥)峨山路485弄,北张家浜路170弄,北张家浜路98弄",5.01E+12,2000年建成,板楼,1.6元/平米/月,上海勤民物业公司,港房地产经营开发公司,31栋,428户
南洋博仕欣居,(闵行老闵行)景谷东路99弄,5.01E+12,2005年建成,板楼,1.4至1.7元/平米/月,上海东慧庄园物业管理有限公司,上海源广置业有限公司,35栋,1004户
和合新村,"(浦东御桥)御青路918弄,御青路1051弄",5.01E+12,1999年建成,板楼,0.5元/平米/月,上海联丰物业管理有限公司,周康置业开发有限公司,73栋,822户
金博尚品苑(公寓),(浦东源深)张杨路1528弄,5.01E+12,2009年建成,板楼,4.6元/平米/月,上海东莲物业管理有限公司,上海东金博置业有限公司,2栋,68户
中房公寓,(嘉定江桥)金耀路333弄,5.01E+12,2005年建成,板楼,1.1元/平米/月,上海中房物业管理有限公司,上海中房住佳房产有限公司,91栋,2274户
通河一村,(宝山张庙)通河路100弄,5.01E+12,1986年建成,塔楼/板楼,0.5至0.8元/平米/月,通河物业,通河集团,159栋,4122户
肇嘉浜路853弄,"(徐汇徐家汇)肇嘉浜路853弄,肇嘉浜路853弄55支弄",5.01E+12,1977年建成,板楼,0.6元/平米/月,上海三航物业管理有限公司,科学院自筹,21栋,477户
闵富大厦,(闵行莘庄)莘建路228弄,5.01E+12,1999年建成,板楼,0.95元/平米/月,上海莘旺物业管理有限公司,上海闵富发展有限公司,2栋,180户
虹梅新苑,"(闵行吴泾)永德路369弄,永德路360弄",5.01E+12,2006年建成,板楼,0.8至1.1元/平米/月,上海和为实业有限公司,上海振兴房地产开发有限公司,161栋,2972户
紫藤一村,(闵行梅陇)紫藤一村,5.01E+12,1993年建成,板楼,2元/平米/月,上海海顿物业管理有限公司,上海申亚房地产有限公司,70栋,796户
世纪苑,"(闵行梅陇)莲花南路155弄, 上中西路1268号, 莲花南路171-2临, 莲花南路171弄",5.01E+12,2000年建成,板楼,1.7至2.3元/平米/月,上海信居物业管理有限公司,上海罗事房地产发展有限公司,42栋,1058户
苹果园(别墅),(闵行金虹桥)环镇南路88弄,5.01E+12,1998年建成,板楼,3.8元/平米/月,上海仲盛物业有限公司,上海仲盛集团有限公司,65栋,65户
共富一村,"(宝山共富)共富一村,共富路99弄",5.01E+12,1995年建成,板楼,0.85元/平米/月,上海顾村物业管理有限公司,上海顾村房地产开发(集团)有限公司,286栋,3440户
崂山三村,(浦东陆家嘴)崂山三村,5.01E+12,1958年建成,塔楼/板楼,0.6元/平米/月,崂山物业,上海兴江实业总公司,42栋,2030户
康桥名郡,"(浦东康桥)秀沿路1258弄,秀沿路1028弄3支弄",5.01E+12,2007年建成,板楼,2元/平米/月,上海新独院物业管理有限公司,上海康桥半岛集团,122栋,122户
南新苑,(浦东北蔡)下南路465弄,5.01E+12,2001年建成,板楼,0.8元/平米/月,上海万科物业管理有限公司,思南房地产发展有限公司,12栋,144户
凌兆新村(凌兆路711弄),(浦东三林)凌兆路711弄,5.01E+12,1995年建成,板楼,0.8元/平米/月,三林物业管理有限公司,上海三林房地产开发经营有限公司,21栋,366户
文化馨苑,(浦东北蔡)博华路237弄,5.01E+12,2004年建成,板楼,0.6元/平米/月,上海东莲物业管理有限公司,上海北蔡房地产发展有限公司,75栋,1127户
金源商住大厦,"(浦东金桥)五莲路1188号,五莲路1186号",5.01E+12,2003年建成,板楼,1.35元/平米/月,上海长宜物业管理有限公司,上海东上海联合置业有限公司,2栋,72户
气象局小区,(徐汇徐家汇)怀安街71弄,5.01E+12,1956年建成,塔楼/板楼,1元/平米/月,上海高建物业有限公司,上海东上海联合置业有限公司,9栋,791户
依云郡(别墅),(松江九亭)沪亭北路1001弄,5.01E+12,2007年建成,板楼,2.2元/平米/月,招商局物业,上海招商置业有限公司,322栋,324户
